order_no,staff_name,order_status,order_date,customer_name,trxn_batch_id,coin,sender_wallet,receiver_wallet,coin_amount(usd),purchase_rate(ngnusd),order_time,date_paid,time_paid,month,channel,completed?
5163,JPT-003,Paid,22-Feb-2023,Monica Federle,Buy-3665,USDT,kraken,kraken,$963.71,629.97,1:35 PM,22-Feb-2023,1:38:00 PM,Feb-2023,Website,TRUE
5164,JPT-003,Paid,22-Feb-2023,Mike Kennedy,Buy-3665,USDT,kraken,kraken,$441.70,629.97,5:28 PM,22-Feb-2023,8:26:00 PM,Feb-2023,Website,TRUE
5165,JPT-003,Paid,22-Feb-2023,Mike Kennedy,Buy-3665,USDT,kraken,kraken,$109.31,625.74,6:56 PM,22-Feb-2023,8:29:00 PM,Feb-2023,Website,TRUE
5166,JPT-003,Paid,22-Feb-2023,Muhammed MacIntyre,Buy-3664,BTC,kraken,kraken,$334.62,627.44,9:01 PM,22-Feb-2023,9:11:00 PM,Feb-2023,Website,TRUE
5167,JPT-003,Paid,22-Feb-2023,Erica Bern,Buy-3664,BTC,kraken,kraken,$42.39,591.92,10:04 PM,22-Feb-2023,10:10:00 PM,Feb-2023,Website,TRUE
5168,JPT-003,Paid,22-Feb-2023,Stewart Carmichael,Buy-3664,BTC,kraken,kraken,$360.65,629.97,12:45 AM,22-Feb-2023,12:46:00 AM,Feb-2023,Website,TRUE
5169,JPT-003,Paid,19-Feb-2023,Mike Kennedy,Buy-3663,USDT,kraken,kraken,$145.75,625.74,6:03 PM,19-Feb-2023,6:12:00 PM,Feb-2023,Website,TRUE
5170,JPT-004,Paid,13-Feb-2023,Monica Federle,Buy-3655,USDT,kraken,kraken,$520.52,624.05,3:50 PM,13-Feb-2023,3:57:00 PM,Feb-2023,Website,TRUE
5171,JPT-003,Paid,23-Feb-2023,Sheila-kathryn Calton,Buy-3664,BTC,kraken,kraken,$669.24,625.74,6:48 AM,23-Feb-2023,6:53:00 AM,Feb-2023,Website,TRUE
5172,JPT-003,Paid,23-Feb-2023,Ann Chong,Buy-3664,BTC,kraken,kraken,$218.62,621.52,7:03 AM,23-Feb-2023,7:04:00 AM,Feb-2023,Website,TRUE
5173,JPT-003,Paid,23-Feb-2023,Erica Bern,Buy-3664,BTC,kraken,kraken,$44.62,608.83,7:53 AM,23-Feb-2023,7:57:00 AM,Feb-2023,Website,TRUE
5174,JPT-003,Paid,23-Feb-2023,Marjie Neasham,Buy-3664,BTC,kraken,kraken,$594.88,629.13,1:59 PM,23-Feb-2023,2:10:00 PM,Feb-2023,Website,TRUE
5175,JPT-003,Paid,23-Feb-2023,Jeremy Lonsdale,Buy-3664,BTC,kraken,kraken,$691.55,629.13,2:06 PM,23-Feb-2023,2:15:00 PM,Feb-2023,Website,TRUE
5176,JPT-003,Paid,23-Feb-2023,Neola Schneider,Buy-3664,BTC,kraken,kraken,"$19,690.27",632.51,3:31 PM,23-Feb-2023,3:53:00 PM,Feb-2023,Website,TRUE
5177,JPT-003,Paid,23-Feb-2023,Sheila-kathryn Calton,Buy-3666,BTC,kraken,kraken,$652.14,629.97,4:22 PM,23-Feb-2023,4:25:00 PM,Feb-2023,Website,TRUE
5178,JPT-003,Paid,23-Feb-2023,Sorcha Keyson,Buy-3665,USDT,kraken,kraken,$650.65,626.59,11:14 AM,23-Feb-2023,11:17:00 AM,Feb-2023,Website,TRUE
5179,JPT-003,Paid,23-Feb-2023,Rod Inder,Buy-3665,USDT,kraken,kraken,"$5,945.83",632.51,1:49 PM,23-Mar-2023,1:51:00 PM,Feb-2023,Website,TRUE
5180,JPT-003,Paid,23-Feb-2023,Monica Federle,Buy-3665,USDT,kraken,kraken,"$2,152.72",631.66,2:28 PM,23-Mar-2023,2:37:00 PM,Feb-2023,Website,TRUE
5181,JPT-003,Paid,23-Feb-2023,Shirley Schmidt,Buy-3666,BTC,kraken,kraken,$382.95,627.44,8:18 PM,23-Mar-2023,8:21:00 PM,Feb-2023,Website,TRUE
5182,JPT-003,Paid,23-Feb-2023,Sarah Bern,Buy-3668,USDT,kraken,kraken,"$7,287.28",632.51,9:22 PM,23-Feb-2023,9:26:00 PM,Feb-2023,Website,TRUE
5183,JPT-003,Paid,24-Feb-2023,Erica Bern,Buy-3666,BTC,kraken,kraken,$499.70,628.28,7:15 AM,24-Feb-2023,7:17:00 AM,Feb-2023,Website,TRUE
5184,JPT-003,Paid,24-Feb-2023,Monica Federle,Buy-3666,BTC,kraken,kraken,"$3,892.75",632.51,10:32 AM,24-Feb-2023,10:39:00 AM,Feb-2023,Website,TRUE
5185,JPT-003,Paid,24-Feb-2023,Meg O'Connel,Buy-3666,BTC,kraken,kraken,"$2,241.95",629.13,1:00 PM,24-Feb-2023,1:06:00 PM,Feb-2023,Website,TRUE
5186,JPT-003,Paid,24-Feb-2023,Monica Federle,Buy-3668,USDT,kraken,kraken,$297.44,627.44,11:23 AM,24-Feb-2023,11:31:00 AM,Feb-2023,Website,TRUE
5187,JPT-003,Paid,24-Feb-2023,Harlin Parr,Buy-3668,BTC,kraken,kraken,$557.70,627.44,6:03 PM,24-Feb-2023,6:06:00 PM,Feb-2023,Website,TRUE
5188,JPT-003,Paid,24-Feb-2023,Beth Thompson,Buy-3666,BTC,kraken,kraken,"$2,141.57",629.13,8:03 PM,24-Feb-2023,8:09:00 PM,Feb-2023,Website,TRUE
5189,JPT-003,Paid,24-Feb-2023,Logan Haushalter,Buy-3666,BTC,kraken,kraken,$644.70,629.13,10:39 PM,24-Feb-2023,10:58:00 PM,Feb-2023,Website,TRUE
5190,JPT-003,Paid,25-Feb-2023,Monica Federle,Buy-3666,BTC,kraken,kraken,$868.52,629.97,11:01 AM,25-Feb-2023,12:01:00 PM,Feb-2023,Website,TRUE
5191,JPT-003,Paid,25-Feb-2023,Shirley Schmidt,Buy-3666,BTC,kraken,kraken,$306.36,628.28,11:00 AM,25-Feb-2023,11:10:00 AM,Feb-2023,Website,TRUE
5192,JPT-003,Paid,25-Feb-2023,Basile Firth,Buy-3667,BTC,kraken,kraken,$478.88,622.36,1:17 PM,25-Feb-2023,1:20:00 PM,Feb-2023,Website,TRUE
5193,JPT-003,Paid,25-Feb-2023,Meg O'Connel,Buy-3667,BTC,kraken,kraken,$150.21,618.98,5:24 PM,25-Feb-2023,5:43:00 PM,Feb-2023,Website,TRUE
5194,JPT-003,Paid,25-Feb-2023,Meg O'Connel,Buy-3667,BTC,kraken,kraken,$214.16,613.06,9:25 PM,25-Feb-2023,9:27:00 PM,Feb-2023,Website,TRUE
5195,JPT-003,Paid,25-Feb-2023,Sheila-kathryn Calton,Buy-3667,BTC,kraken,kraken,"$2,245.67",621.52,10:29 PM,25-Feb-2023,10:32:00 PM,Feb-2023,Website,TRUE
5196,JPT-003,Paid,26-Feb-2023,Brad Eason,Buy-3667,BTC,kraken,kraken,$856.63,618.13,8:19 AM,26-Feb-2023,8:21:00 AM,Feb-2023,Website,TRUE
5197,JPT-003,Paid,26-Feb-2023,Carlos Soltero,Buy-3667,BTC,kraken,kraken,$446.16,618.13,2:25 PM,26-Feb-2023,2:26:00 PM,Feb-2023,Website,TRUE
5198,JPT-003,Paid,26-Feb-2023,Basile Firth,Buy-3667,BTC,kraken,kraken,$413.44,618.13,3:12 PM,26-Feb-2023,3:13:00 PM,Feb-2023,Website,TRUE
5199,JPT-003,Paid,26-Feb-2023,Monica Federle,Buy-3668,USDT,kraken,kraken,$441.70,618.13,5:13 PM,26-Feb-2023,5:18:00 PM,Feb-2023,Website,TRUE
5200,JPT-003,Paid,26-Feb-2023,Mike Kennedy,Buy-3668,USDT,kraken,kraken,$441.70,620.67,10:33 AM,26-Feb-2023,10:37:00 AM,Feb-2023,Website,TRUE
5201,JPT-003,Paid,27-Feb-2023,Meg O'Connel,Buy-3667,BTC,kraken,kraken,$375.52,623.21,9:53 AM,27-Feb-2023,9:54:00 AM,Feb-2023,Website,TRUE
5202,JPT-003,Paid,27-Feb-2023,Hunter Glantz,Buy-3667,BCH,kraken,kraken,$75.85,617.29,10:40 AM,27-Feb-2023,10:41:00 AM,Feb-2023,Website,TRUE
5203,JPT-003,Paid,27-Feb-2023,Dan Reichenbach,Buy-3667,BTC,kraken,kraken,$37.92,591.92,2:13 PM,27-Feb-2023,3:04:00 PM,Feb-2023,Website,TRUE
5204,JPT-003,Paid,27-Feb-2023,Basile Firth,Buy-3667,BTC,kraken,kraken,$597.85,621.52,3:49 PM,27-Feb-2023,3:54:00 PM,Feb-2023,Website,TRUE
5205,JPT-003,Paid,27-Feb-2023,Sarah Jordon,Buy-3667,BTC,kraken,kraken,$63.95,600.38,3:51 PM,27-Feb-2023,3:56:00 PM,Feb-2023,Website,TRUE
5206,JPT-003,Paid,27-Feb-2023,Dan Reichenbach,Buy-3667,BTC,kraken,kraken,"$6,429.17",629.97,5:40 PM,27-Feb-2023,5:42:00 PM,Feb-2023,Website,TRUE
5207,JPT-003,Paid,27-Feb-2023,Mile Cammocke,Buy-3668,USDT,kraken,kraken,"$1,487.20",627.44,7:02 PM,27-Feb-2023,7:03:00 PM,Feb-2023,Website,TRUE
5208,JPT-003,Paid,27-Feb-2023,Shirley Schmidt,Buy-3667,BTC,kraken,kraken,$148.72,623.21,5:16 PM,27-Feb-2023,5:18:00 PM,Feb-2023,Website,TRUE
5209,JPT-003,Paid,27-Feb-2023,Meg O'Connel,Buy-3669,BTC,kraken,kraken,$229.77,621.52,10:15 PM,27-Feb-2023,10:21:00 PM,Feb-2023,Website,TRUE
5210,JPT-003,Paid,28-Feb-2023,Bart Watters,Buy-3669,BTC,kraken,kraken,"$2,147.52",630.82,8:11 AM,28-Feb-2023,8:39:00 AM,Feb-2023,Website,TRUE
5211,JPT-003,Paid,28-Feb-2023,Monica Federle,Buy-3669,BTC,kraken,kraken,$459.54,622.36,8:43 AM,28-Feb-2023,9:00:00 AM,Feb-2023,Website,TRUE
5212,JPT-003,Paid,28-Feb-2023,Monica Federle,Buy-3669,BTC,kraken,kraken,$32.72,591.92,8:44 AM,28-Feb-2023,9:00:00 AM,Feb-2023,Website,TRUE
5213,JPT-003,Paid,28-Feb-2023,Meg O'Connel,Buy-3669,BTC,kraken,kraken,$297.44,623.21,8:45 AM,28-Feb-2023,8:47:00 AM,Feb-2023,Website,TRUE
5214,JPT-003,Paid,28-Feb-2023,Beth Paige,Buy-3667,BTC,kraken,kraken,$17.85,507.36,1:49 PM,28-Feb-2023,1:45:00 PM,Feb-2023,Website,TRUE
5215,JPT-003,Paid,28-Feb-2023,Beth Paige,Buy-3670,USDT,kraken,kraken,$169.54,600.38,2:12 PM,28-Feb-2023,4:32:00 PM,Feb-2023,Website,TRUE
5216,JPT-003,Paid,28-Feb-2023,Shirley Schmidt,Buy-3670,BTC,kraken,kraken,$232.00,617.29,3:21 PM,28-Feb-2023,3:24:00 PM,Feb-2023,Website,TRUE
5217,JPT-003,Paid,28-Feb-2023,Logan Haushalter,Buy-3670,BTC,kraken,kraken,"$2,974.40",629.97,3:43 PM,28-Feb-2023,3:59:00 PM,Feb-2023,Website,TRUE
5218,JPT-003,Paid,28-Feb-2023,Meg O'Connel,Buy-3669,BTC,kraken,kraken,"$1,832.23",629.97,11:05 AM,28-Feb-2023,11:09:00 AM,Feb-2023,Website,TRUE
5219,JPT-003,Paid,28-Feb-2023,Ralph Knight,Buy-3669,BTC,kraken,kraken,"$6,558.55",631.66,9:54 AM,28-Feb-2023,10:29:00 AM,Feb-2023,Website,TRUE
5220,JPT-003,Paid,28-Feb-2023,Mike Kennedy,Buy-3671,USDT,kraken,kraken,$72.87,623.21,11:22 AM,28-Feb-2023,11:24:00 AM,Feb-2023,Website,TRUE
5221,JPT-003,Paid,28-Feb-2023,Monica Federle,Buy-3668,USDT,kraken,kraken,$441.70,618.13,7:30 AM,28-Feb-2023,7:37:00 AM,Feb-2023,Website,TRUE
5222,JPT-003,Paid,28-Feb-2023,Anna Andreadi,Buy-3670,BTC,kraken,kraken,$446.16,621.52,5:34 PM,28-Feb-2023,5:38:00 PM,Feb-2023,Website,TRUE
5223,JPT-003,Paid,28-Feb-2023,Ken Heidel,Buy-3669,BTC,kraken,kraken,$74.36,618.13,9:12 AM,28-Feb-2023,9:15:00 AM,Feb-2023,Website,TRUE
5224,JPT-003,Paid,28-Feb-2023,Shirley Schmidt,Buy-3670,BTC,kraken,kraken,$240.93,617.29,10:07 PM,28-Feb-2023,,Feb-2023,Website,TRUE
5225,JPT-003,Paid,28-Feb-2023,Basile Firth,Buy-3670,BTC,kraken,kraken,$459.54,621.52,10:49 PM,28-Feb-2023,10:51:00 PM,Feb-2023,Website,TRUE
5226,JPT-003,Paid,28-Feb-2023,Dan Reichenbach,Buy-3670,BTC,kraken,kraken,"$1,090.86",626.59,11:25 PM,28-Feb-2023,11:39:00 PM,Feb-2023,Website,TRUE
5227,JPT-003,Paid,1-Mar-2023,Dan Reichenbach,Buy-3670,BTC,kraken,kraken,"$1,106.48",626.59,7:49 AM,1-Mar-2023,8:01:00 AM,Mar-2023,Website,TRUE
5228,JPT-003,Paid,1-Mar-2023,Meg O'Connel,Buy-3670,BTC,kraken,kraken,$239.44,621.52,9:37 AM,1-Mar-2023,9:40:00 AM,Mar-2023,Website,TRUE
5229,JPT-003,Paid,1-Mar-2023,Logan Haushalter,Buy-3670,BTC,kraken,kraken,"$3,812.44",629.97,10:14 AM,1-Mar-2023,10:18:00 AM,Mar-2023,Website,TRUE
5230,JPT-004,Paid,1-Mar-2023,Monica Federle,Buy-3671,USDT,kraken,kraken,$147.23,625.74,2:22 PM,1-Mar-2023,2:37:00 PM,Mar-2023,Website,TRUE
5231,JPT-004,Paid,1-Mar-2023,Shirley Schmidt,Buy-3671,BTC,kraken,kraken,$218.29,618.98,4:05 PM,1-Mar-2023,4:18:00 PM,Mar-2023,Website,TRUE
5232,JPT-004,Paid,1-Mar-2023,Shirley Schmidt,Buy-3671,BTC,kraken,kraken,$235.57,613.06,7:34 PM,1-Mar-2023,8:06:00 PM,Mar-2023,Website,TRUE
5233,JPT-004,Paid,1-Mar-2023,Sarah Jordon,Buy-3671,BTC,kraken,kraken,$301.90,613.06,7:22 PM,1-Mar-2023,7:34:00 PM,Mar-2023,Website,TRUE
5234,JPT-004,Paid,1-Mar-2023,Erica Bern,Buy-3671,BTC,kraken,kraken,$17.85,575.01,7:00 PM,1-Mar-2023,7:39:00 PM,Mar-2023,Website,TRUE
5235,JPT-004,Paid,1-Mar-2023,Mike Kennedy,Buy-3671,BTC,kraken,kraken,$555.47,617.29,8:15 PM,1-Mar-2023,6:38:00 AM,Mar-2023,Website,TRUE
5236,JPT-004,Paid,1-Mar-2023,Sheila-kathryn Calton,Buy-3671,BTC,kraken,kraken,$594.14,617.29,9:09 PM,1-Mar-2023,9:37:00 PM,Mar-2023,Website,TRUE
5237,JPT-004,Paid,1-Mar-2023,Dan Reichenbach,Buy-3671,BTC,kraken,kraken,"$4,232.72",621.52,10:52 PM,1-Mar-2023,11:37:00 PM,Mar-2023,Website,TRUE
5238,JPT-004,Paid,2-Mar-2023,Mike Kennedy,Buy-3671,USDT,kraken,kraken,$218.62,615.60,12:13 AM,2-Mar-2023,12:21:00 AM,Mar-2023,Website,TRUE
5239,JPT-003,Paid,1-Mar-2023,Alex Avila,Buy-3670,BTC,kraken,kraken,"$2,561.70",624.05,11:50 AM,1-Mar-2023,12:36:00 PM,Mar-2023,Website,TRUE
5240,JPT-003,Paid,1-Mar-2023,Liz MacKendrick,Buy-3670,BTC,kraken,kraken,"$4,518.11",625.74,12:21 PM,1-Mar-2023,12:51:00 PM,Mar-2023,Website,TRUE
5241,JPT-004,Paid,2-Mar-2023,Deeanne Durtnell,Buy-3672,USDT,kraken,kraken,"$14,872.00",623.21,9:18 AM,2-Mar-2023,9:36:00 AM,Mar-2023,Website,TRUE
5242,JPT-004,Paid,2-Mar-2023,Basile Firth,Buy-3673,BTC,kraken,kraken,$313.06,615.60,9:23 AM,2-Mar-2023,9:56:00 AM,Mar-2023,Website,TRUE
5243,JPT-004,Paid,2-Mar-2023,Monica Federle,Buy-3671,USDT,kraken,kraken,"$1,338.48",618.98,8:48 AM,2-Mar-2023,8:54:00 AM,Mar-2023,Website,TRUE
5244,JPT-004,Paid,2-Mar-2023,Monica Federle,Buy-3673,BTC,kraken,kraken,"$3,118.15",621.52,12:06 PM,2-Mar-2023,12:48:00 PM,Mar-2023,Website,TRUE
5245,JPT-004,Paid,2-Mar-2023,Mike Kennedy,Buy-3673,USDT,kraken,kraken,$116.00,615.60,12:09 PM,2-Mar-2023,1:16:00 PM,Mar-2023,Website,TRUE
5246,JPT-004,Paid,2-Mar-2023,John Castell,Buy-3673,BTC,kraken,kraken,"$2,224.55",617.29,1:09 PM,2-Mar-2023,1:32:00 PM,Mar-2023,Website,TRUE
5247,JPT-004,Paid,2-Mar-2023,Sean O'Donnell,Buy-3673,BTC,kraken,kraken,$154.52,617.29,10:33 AM,2-Mar-2023,12:49:00 PM,Mar-2023,Website,TRUE
5248,JPT-004,Paid,2-Mar-2023,Meg O'Connel,Buy-3673,BTC,kraken,kraken,$268.48,617.29,10:26 AM,2-Mar-2023,11:31:00 AM,Mar-2023,Website,TRUE
5249,JPT-004,Paid,2-Mar-2023,Mike Kennedy,Buy-3674,USDT,kraken,kraken,$109.31,613.06,7:20 PM,2-Mar-2023,7:22:00 PM,Mar-2023,Website,TRUE
5250,JPT-004,Paid,2-Mar-2023,Monica Federle,Buy-3674,USDT,kraken,kraken,$368.08,618.98,7:30 PM,2-Mar-2023,9:49:00 PM,Mar-2023,Website,TRUE
5251,JPT-003,Paid,1-Mar-2023,Mike Kennedy,Buy-3671,USDT,kraken,kraken,$664.78,623.21,11:28 AM,1-Mar-2023,11:31:00 AM,Mar-2023,Website,TRUE
5252,JPT-004,Paid,2-Mar-2023,Shirley Schmidt,Buy-3674,BTC,kraken,kraken,$404.20,618.98,8:05 PM,2-Mar-2023,11:19:00 PM,Mar-2023,Website,TRUE
5253,JPT-004,Paid,2-Mar-2023,Dan Reichenbach,Buy-3674,BTC,kraken,kraken,$599.01,614.75,10:35 PM,2-Mar-2023,11:15:00 PM,Mar-2023,Website,TRUE
5254,JPT-004,Paid,2-Mar-2023,Logan Haushalter,Buy-3674,USDT,kraken,kraken,"$5,661.77",621.52,11:09 PM,2-Mar-2023,11:22:00 PM,Mar-2023,Website,TRUE
5255,JPT-004,Paid,3-Mar-2023,Anna Andreadi,Buy-3674,BTC,kraken,kraken,"$2,231.92",621.52,2:15 PM,3-Mar-2023,3:20:00 PM,Mar-2023,Website,TRUE
5256,JPT-004,Paid,3-Mar-2023,#N/A,Buy-3674,USDT,kraken,kraken,"$1,338.48",617.29,3:11 PM,3-Mar-2023,3:44:00 PM,Mar-2023,Website,TRUE
5257,JPT-004,Paid,3-Mar-2023,Mike Kennedy,Buy-3674,USDT,kraken,kraken,$72.87,613.06,2:12 PM,3-Mar-2023,2:23:00 PM,Mar-2023,Website,TRUE
5258,JPT-004,Paid,3-Mar-2023,Mike Kennedy,Buy-3674,USDT,kraken,kraken,$234.98,613.06,6:46 PM,3-Mar-2023,7:16:00 PM,Mar-2023,Website,TRUE
5259,JPT-004,Paid,3-Mar-2023,Muhammed MacIntyre,Buy-3675,BTC,kraken,kraken,$198.54,613.06,6:43 PM,3-Mar-2023,8:21:00 PM,Mar-2023,Website,TRUE
5260,JPT-004,Paid,3-Mar-2023,Meg O'Connel,Buy-3675,BTC,kraken,kraken,$148.57,614.75,11:08 PM,3-Mar-2023,11:20:00 PM,Mar-2023,Website,TRUE
5261,JPT-004,Paid,4-Mar-2023,Erica Bern,Buy-3675,BTC,kraken,kraken,$871.80,613.06,7:18 AM,4-Mar-2023,8:02:00 AM,Mar-2023,Website,TRUE
5262,JPT-004,Confirmed,4-Mar-2023,Meg O'Connel,Buy-3675,BTC,kraken,kraken,$294.47,613.91,8:21 AM,4-Mar-2023,,Mar-2023,Website,TRUE
5262,JPT-004,Paid,4-Mar-2023,Meg O'Connel,Buy-3675,BTC,kraken,kraken,$262.94,613.91,8:26 AM,4-Mar-2023,8:44:00 AM,Mar-2023,Website,TRUE
5263,JPT-004,Paid,4-Mar-2023,Shirley Schmidt,Buy-3675,BTC,kraken,kraken,$444.82,615.60,9:24 AM,4-Mar-2023,9:44:00 AM,Mar-2023,Website,TRUE
5264,JPT-004,Paid,4-Mar-2023,Ken Heidel,Buy-3675,BTC,kraken,kraken,$74.06,608.83,9:13 AM,4-Mar-2023,9:55:00 AM,Mar-2023,Website,TRUE
5265,JPT-004,Paid,4-Mar-2023,Liz MacKendrick,Buy-3675,BTC,kraken,kraken,$149.31,613.91,9:12 AM,4-Mar-2023,9:54:00 AM,Mar-2023,Website,TRUE
5266,JPT-004,Paid,4-Mar-2023,Anna Andreadi,Buy-3675,BTC,kraken,kraken,"$1,485.42",617.29,12:23 PM,4-Mar-2023,12:38:00 PM,Mar-2023,Website,TRUE
5267,JPT-004,Paid,4-Mar-2023,Doug Bickford,Buy-3675,BTC,kraken,kraken,$463.41,617.29,12:57 PM,4-Mar-2023,1:37:00 PM,Mar-2023,Website,TRUE
5268,JPT-004,Paid,4-Mar-2023,Mike Kennedy,Buy-3675,BTC,kraken,kraken,$182.18,613.06,9:54 AM,4-Mar-2023,9:58:00 AM,Mar-2023,Website,TRUE
5269,JPT-004,Paid,4-Mar-2023,Mike Kennedy,Buy-3675,BTC,kraken,kraken,$441.70,614.75,4:01 PM,4-Mar-2023,4:34:00 PM,Mar-2023,Website,TRUE
5270,JPT-004,Paid,4-Mar-2023,#N/A,Buy-3675,BTC,kraken,kraken,"$1,115.40",617.29,5:10 PM,4-Mar-2023,6:14:00 PM,Mar-2023,Website,TRUE
5271,JPT-004,Paid,4-Mar-2023,Sheila-kathryn Calton,Buy-3675,BTC,kraken,kraken,$684.86,613.91,6:45 PM,4-Mar-2023,7:24:00 PM,Mar-2023,Website,TRUE
5272,JPT-004,Paid,4-Mar-2023,Monica Federle,Buy-3675,BTC,kraken,kraken,$147.23,615.60,4:10 PM,4-Mar-2023,4:33:00 PM,Mar-2023,Website,TRUE
5273,JPT-004,Paid,4-Mar-2023,Monica Federle,Buy-3675,BTC,kraken,kraken,"$1,334.02",615.60,8:35 PM,4-Mar-2023,8:39:00 PM,Mar-2023,Website,TRUE
5274,JPT-004,Paid,4-Mar-2023,Olav Polak,Buy-3675,BTC,kraken,kraken,$436.34,613.91,8:38 PM,4-Mar-2023,9:04:00 PM,Mar-2023,Website,TRUE
5275,JPT-004,Paid,4-Mar-2023,Mike Kennedy,Buy-3675,USDT,kraken,kraken,$441.70,614.75,10:06 PM,4-Mar-2023,10:12:00 PM,Mar-2023,Website,TRUE
5276,JPT-004,Paid,4-Mar-2023,Beth Thompson,Buy-3676,BTC,kraken,kraken,$107.08,604.60,11:17 PM,4-Mar-2023,11:28:00 PM,Mar-2023,Website,TRUE
5277,JPT-004,Paid,5-Mar-2023,Basile Firth,Buy-3676,BTC,kraken,kraken,"$1,041.34",613.06,10:35 AM,5-Mar-2023,10:59:00 AM,Mar-2023,Website,TRUE
5278,JPT-004,Paid,5-Mar-2023,Alex Avila,Buy-3676,BTC,kraken,kraken,$845.32,613.06,10:38 AM,5-Mar-2023,10:57:00 AM,Mar-2023,Website,TRUE
5279,JPT-004,Paid,5-Mar-2023,Erica Bern,Buy-3676,BTC,kraken,kraken,$206.57,608.83,10:39 AM,5-Mar-2023,11:10:00 AM,Mar-2023,Website,TRUE
5280,JPT-004,Paid,5-Mar-2023,Anna Andreadi,Buy-3676,BTC,kraken,kraken,$111.32,604.60,3:13 PM,5-Mar-2023,3:50:00 PM,Mar-2023,Website,TRUE
5281,JPT-004,Paid,5-Mar-2023,Mike Kennedy,Buy-3676,USDT,kraken,kraken,$368.08,613.06,5:10 PM,5-Mar-2023,5:22:00 PM,Mar-2023,Website,TRUE
5282,JPT-004,Paid,5-Mar-2023,Mike Kennedy,Buy-3676,USDT,kraken,kraken,$109.31,608.83,10:03 PM,5-Mar-2023,10:06:00 PM,Mar-2023,Website,TRUE
5283,JPT-004,Paid,5-Mar-2023,Guy Thornton,Buy-3676,BTC,kraken,kraken,"$1,084.44",617.29,7:12 PM,5-Mar-2023,7:50:00 PM,Mar-2023,Website,TRUE
5284,JPT-004,Paid,6-Mar-2023,Sarah Jordon,Buy-3677,BTC,kraken,kraken,$299.30,608.83,8:12 AM,6-Mar-2023,8:29:00 AM,Mar-2023,Website,TRUE
5285,JPT-004,Paid,6-Mar-2023,Joseph Airdo,Buy-3678,BTC,kraken,kraken,$117.49,608.83,11:33 AM,6-Mar-2023,11:41:00 AM,Mar-2023,Website,TRUE
5286,JPT-004,Paid,6-Mar-2023,Shirley Schmidt,Buy-3677,BTC,kraken,kraken,"$1,353.35",614.75,9:22 AM,6-Mar-2023,9:34:00 AM,Mar-2023,Website,TRUE
5287,JPT-004,Paid,6-Mar-2023,Shirley Schmidt,Buy-3678,BTC,kraken,kraken,$177.87,613.06,11:42 AM,6-Mar-2023,11:47:00 AM,Mar-2023,Website,TRUE
5288,JPT-004,Paid,6-Mar-2023,Deeanne Durtnell,Buy-3677,USDT,kraken,kraken,"$11,667.08",620.67,9:15 AM,6-Mar-2023,12:02:00 PM,Mar-2023,Website,TRUE
5289,JPT-004,Paid,6-Mar-2023,Hunter Glantz,Buy-3678,USDT,kraken,kraken,"$1,021.71",617.29,1:09 PM,6-Mar-2023,1:54:00 PM,Mar-2023,Website,TRUE
5290,JPT-004,Paid,6-Mar-2023,Ralph Kennedy,Buy-3678,BTC,kraken,kraken,$220.40,608.83,3:23 PM,6-Mar-2023,4:34:00 PM,Mar-2023,Website,TRUE
5291,JPT-004,Paid,6-Mar-2023,Ralph Arnett,Buy-3678,BTC,kraken,kraken,$717.57,613.06,2:23 PM,6-Mar-2023,3:18:00 PM,Mar-2023,Website,TRUE
5292,JPT-004,Paid,6-Mar-2023,Dan Reichenbach,Buy-3678,BTC,kraken,kraken,$366.89,613.06,10:57 AM,6-Mar-2023,11:56:00 AM,Mar-2023,Website,TRUE
5293,JPT-004,Paid,3-Mar-2023,Dan Reichenbach,Buy-3678,BTC,kraken,kraken,$54.28,600.38,3:43 PM,6-Mar-2023,5:44:00 PM,Mar-2023,Website,TRUE
5294,JPT-004,Paid,6-Mar-2023,Guy Thornton,Buy-3678,BTC,kraken,kraken,$448.54,615.60,7:25 PM,6-Mar-2023,8:12:00 PM,Mar-2023,Website,TRUE
5295,JPT-004,Paid,6-Mar-2023,Meg O'Connel,Buy-3678,BTC,kraken,kraken,"$1,608.41",615.60,5:32 PM,6-Mar-2023,5:58:00 PM,Mar-2023,Website,TRUE
5296,JPT-004,Paid,6-Mar-2023,Meg O'Connel,Buy-3678,BTC,kraken,kraken,$971.74,615.60,8:03 PM,6-Mar-2023,8:16:00 PM,Mar-2023,Website,TRUE
5297,JPT-004,Paid,6-Mar-2023,Logan Haushalter,Buy-3678,USDT,kraken,kraken,"$4,687.65",618.98,9:01 PM,6-Mar-2023,9:12:00 PM,Mar-2023,Website,TRUE
5298,JPT-004,Paid,6-Mar-2023,Anna Andreadi,Buy-3678,BTC,kraken,kraken,$739.73,614.75,7:15 PM,6-Mar-2023,9:03:00 PM,Mar-2023,Website,TRUE
5299,JPT-004,Paid,6-Mar-2023,Rick Reed,Buy-3678,BTC,kraken,kraken,"$1,486.61",618.13,9:41 PM,6-Mar-2023,11:44:00 PM,Mar-2023,Website,TRUE
5300,JPT-004,Paid,6-Mar-2023,Guy Thornton,Buy-3678,BTC,kraken,kraken,"$2,550.70",615.60,10:15 PM,6-Mar-2023,11:12:00 PM,Mar-2023,Website,TRUE
